brandnm,goodsnm,USER,reg_date,order_date,p_type,sub_type,app_yn
Fendi,back to school bag 1,a1149094,3/12/21,3/12/21,7days,BA,Y
Max Mara,basic pattern coat,a1146605,2/16/21,3/12/21,7days,O,Y
SYZ,double button flare dress black,a143752,9/28/19,3/12/21,4days,D,Y
Prada,saffiano lux chain bag,a1148775,3/9/21,3/12/21,7days,BA,Y
Louis Vuitton,logo chain tote bag black,a1148909,3/10/21,3/12/21,7days,BA,
Louis Vuitton,verni shoulder bag purple,a1148768,3/9/21,3/12/21,4days,BA,Y
Saint Laurent,chevron quilting cross bag cream,a1148824,3/10/21,3/12/21,7days,BA,Y
Gucci,dionysus cross bag black,a1149062,3/12/21,3/12/21,4days,BA,Y
Gucci,GG marmont belt bag black,a1148717,3/9/21,3/12/21,4days,BA,Y
Tommy Hilfiger,basic stripe shirts red,a167022,12/18/19,3/11/21,4days,T,Y
Kenzo,embroidery graphics pattern hoodie white,a1148377,3/6/21,3/11/21,7days,T,
Gucci,printing pattern sweat-shirts grey,a1148377,3/6/21,3/11/21,7days,T,
Nain,pleats ribbon dress pink,a1148857,3/10/21,3/11/21,7days,D,Y
Frontrow,slit basic pattern A-Line dress brown,a1148569,3/7/21,3/11/21,4days,D,Y
Louis Vuitton,epi tote bag black,a1149023,3/11/21,3/11/21,4days,BA,Y
Chloe,drew bag beige,a1148373,3/6/21,3/11/21,4days,BA,Y
Burberry,basic pattern wool sweater navy,a1149010,3/11/21,3/11/21,4days,T,Y
Saint Laurent,mini sunset chain bag black,a1148855,3/10/21,3/11/21,7days,BA,Y
Gucci,dionysos velvet chain shoulder bag navy,a1137244,12/15/20,3/11/21,7days,BA,Y
Gucci,GG pattern cross body bag beige,a1148946,3/11/21,3/11/21,7days,BA,Y
Christian Dior,ribbon draping cap sleeve dress,a1148957,3/11/21,3/11/21,4days,D,Y
Prada,top handle corssbody bag black,a1148935,3/11/21,3/11/21,7days,BA,Y
Margarin fingers,ribbon check pattern wrap-skirt,a1116225,8/24/20,3/11/21,4days,B,Y
El estilo de Claire,brooch basic pattern top red,a1116225,8/24/20,3/11/21,4days,T,Y
Christian Dior,silver detailed cross bag black,a1148938,3/11/21,3/11/21,7days,BA,Y
Chee U,dots pattern H-Line dress black,a1148934,3/11/21,3/11/21,7days,D,Y
Saint Laurent,monogram cross body bag black,a1148921,3/11/21,3/11/21,7days,BA,Y
Cesare Paciotti,fonte clutch,a111030,11/3/18,3/11/21,4days,BA,
Andersson Bell,pocket basic pattern H-Line dress khaki,a111030,11/3/18,3/11/21,4days,D,
Valentino,studded two way bag black,a137904,9/3/19,3/11/21,4days,BA,Y
Salvatore Ferragamo,sophia gancini tote bag,a1148393,3/6/21,3/10/21,4days,BA,Y
Burberry,button basic pattern top black,a1127412,10/28/20,3/10/21,4days,T,Y
Salon De yohn,drop shoulder single denim jacket,a165561,12/14/19,3/10/21,4days,O,Y
Gucci,flap cross bag grey,a1148865,3/10/21,3/10/21,7days,BA,Y
Recto.,basic pattern H-Line dress black,a1107261,7/5/20,3/10/21,4days,D,
Burberry,vintage check shoulder bag,a1148134,3/3/21,3/10/21,4days,BA,Y
Celine,lined zip-up jumper black,a1148885,3/10/21,3/10/21,4days,O,Y
Chanel,boy flab bag,a1148876,3/10/21,3/10/21,7days,BA,Y
Sandro,lace high neck dress skyblue,a128624,6/9/19,3/10/21,4days,D,Y
It michaa,basic pattern H-Line dress white,a1148535,3/7/21,3/10/21,4days,D,Y
Prada,saffiano leather mini crossbody bag,a1127412,10/28/20,3/10/21,4days,BA,Y
Cos,basic pattern dress black,a1146695,2/17/21,3/10/21,4days,D,
Time,jewerly neck dress black,a1148854,3/10/21,3/10/21,4days,D,
Burberry,belt basic pattern trench-coat beige,a187924,3/11/20,3/10/21,7days,O,
Valentino,pocket basic pattern slacks navy,a187924,3/11/20,3/10/21,7days,B,
Max Mara,stripe pattern H-Line shirt-dress blue,a187924,3/11/20,3/10/21,7days,D,
Max Mara,gather basic pattern A-Line dress yellow,a187924,3/11/20,3/10/21,7days,D,
Etro,basic pattern top beige,a187924,3/11/20,3/10/21,7days,T,
Dolce & Gabbana,pocket basic pattern jeans blue,a187924,3/11/20,3/10/21,7days,B,
SJYP,belt basic pattern trench-coat beige,a187447,3/9/20,3/10/21,4days,O,
Burberry London,basic pattern t-shirts navy,a187447,3/9/20,3/10/21,4days,T,
System,pocket basic pattern slacks navy,a187447,3/9/20,3/10/21,4days,B,
Gucci,dionysus shoulder bag beige,a1148848,3/10/21,3/10/21,4days,BA,Y
Off White,button check pattern shirts red,a1145883,2/8/21,3/10/21,4days,T,
Celine,luggage bag black,a1148575,3/7/21,3/10/21,4days,BA,Y
Theory,belt basic pattern coat ivory,a1146849,2/18/21,3/10/21,4days,O,Y
Celine,monogram cross body bag brown,a1148837,3/10/21,3/10/21,7days,BA,Y
Michaa,slit basic pattern skirt white,a1148795,3/9/21,3/10/21,4days,B,Y
Balmain,strap basic pattern wool coat black,a1148586,3/8/21,3/10/21,4days,O,Y
Gucci,flap cross bag black,a1148298,3/5/21,3/10/21,7days,BA,Y
Chanel,classic clutch black,a1148370,3/6/21,3/9/21,7days,BA,Y
Prada,quilted belt bag black,a1148428,3/6/21,3/9/21,4days,BA,
Saint Laurent,chevron quilted cross bag black,a1135400,12/5/20,3/9/21,4days,BA,Y
Studio Tomboy,pocket check pattern jacket charcoal,a1148780,3/9/21,3/9/21,4days,O,Y
Gucci,padlock GG canvas chain bag 2,a1148482,3/7/21,3/9/21,7days,BA,Y
Michaa,belt basic pattern cashmere coat grey,a116510,2/21/19,3/9/21,7days,O,Y
Michaa,check pattern H-Line dress pink,a116510,2/21/19,3/9/21,7days,D,Y
Gucci,mamont chain bag black,a1148504,3/7/21,3/9/21,4days,BA,Y
Chanel,boy caviar quilted cluth black,a1146368,2/14/21,3/9/21,7days,BA,Y
Gucci,button flower pattern H-Line dress lavender,a1148501,3/7/21,3/9/21,7days,D,
Yves Saint Laurent,chevron pattern chain bag beige,a153939,11/5/19,3/9/21,7days,BA,Y
Saint Laurent,monogram mini universal bag black,a1148747,3/9/21,3/9/21,7days,BA,Y
Oh L,pleats detail chevron yoke dress,a1148750,3/9/21,3/9/21,4days,D,Y
MSGM,pocket stripe pattern A-Line dress,a1147050,2/21/21,3/9/21,4days,D,Y
Gucci,lettering pattern sweater black,a1148745,3/9/21,3/9/21,4days,T,Y
Louis Vuitton,monogram eva clutch,a1148078,3/3/21,3/9/21,7days,BA,
Louis Vuitton,verni mini clutch chain bag brown,a1138484,12/20/20,3/9/21,7days,BA,Y
It michaa,button basic pattern coat grey,a1148551,3/7/21,3/9/21,4days,O,
Christian Dior,letter pointed tote bag,a1114519,8/20/20,3/9/21,4days,BA,Y
Gucci,GG soho chain clutch bag black,a1147854,2/28/21,3/9/21,4days,BA,Y
System,over sized wool coat black,a158170,11/24/19,3/9/21,4days,O,Y
Anna Sui,unique pattern puff sleeve dress,a111093,11/5/18,3/9/21,4days,D,Y
Gucci,padlock GG canvas shoulder bag,a1147230,2/22/21,3/9/21,7days,BA,Y
Louis Vuitton,monogram clutch brown,a1148708,3/9/21,3/9/21,4days,BA,Y
Chanel,classic clutch black,a192716,4/2/20,3/9/21,4days,BA,Y
Ralph Lauren,gather flower pattern H-Line wrap-dress,a1145617,2/6/21,3/9/21,4days,D,Y
Gucci,jackie 1961 hobo bag ivory,a196908,4/18/20,3/9/21,7days,BA,Y
Calvin Klein Jeans,stitch basic pattern jacket black,a1148643,3/8/21,3/8/21,7days,O,Y
Maje,lace texture flared dress pink,a1148439,3/6/21,3/8/21,4days,D,Y
Maje,lace zigzag pattern A-Line dress white,a1148439,3/6/21,3/8/21,4days,D,Y
Jill Stuart,ethic lace see through dress,a1148473,3/7/21,3/8/21,7days,D,Y
Gucci,dionysus cross bag green,a1102582,5/31/20,3/8/21,4days,BA,Y
Gucci,sylvie leather mini chain bag black,a192423,4/1/20,3/8/21,7days,BA,Y
Chanel,matelasse mademoiselle clutch bag black,a191314,3/28/20,3/8/21,7days,BA,Y
Yves Saint Laurent,belle de jour clutch bag,a1148642,3/8/21,3/8/21,7days,BA,Y
Chanel,classic clutch black,a1148485,3/7/21,3/8/21,7days,BA,Y
Frontrow,button basic pattern jacket black,a161609,12/7/19,3/8/21,4days,O,Y
Chanel,boy chanel crossbody bag black,a1148192,3/4/21,3/8/21,4days,BA,Y
Pearly gates golf,pocket basic pattern padding-outer pink,a1148459,3/7/21,3/8/21,4days,O,Y
Gucci,jacquard shoulder tote bag,a1148176,3/4/21,3/7/21,4days,BA,Y
Prada,logo hobo bag black,a1147639,2/26/21,3/7/21,4days,BA,Y
Lucky Chouette,high neck hood wind breaker,a157879,11/23/19,3/7/21,7days,O,Y
Lucky Chouette,pleats detail sailor collar dress green,a157879,11/23/19,3/7/21,7days,D,Y
Lucky Chouette,button basic pattern coat black,a157879,11/23/19,3/7/21,7days,O,Y
Bourie,basic pattern sweat-shirts black,a157879,11/23/19,3/7/21,7days,T,Y
Ted Baker,knit flare dress red,a168758,12/27/19,3/7/21,7days,D,Y
Chanel,broach point cross bag khaki,a1148181,3/4/21,3/7/21,7days,BA,Y
Celine,cabas tote bag black,a1148363,3/6/21,3/6/21,7days,BA,Y
Saint Laurent,chevron quilted cross bag black,a1148129,3/3/21,3/6/21,7days,BA,
Mulberry,bayswater dark brown tote bag 2,a1135907,12/8/20,3/6/21,4days,BA,Y
Gucci,GG marmont belt bag bluegreen,a1147245,2/23/21,3/6/21,7days,BA,Y
Fendi,two way bucket bag white,a147785,10/16/19,3/6/21,7days,BA,Y
Burberry,check pattern flap tote bag,a1147456,2/24/21,3/6/21,7days,BA,Y
Salvatore Ferragamo,vara leather cross bag black,a1147505,2/25/21,3/5/21,4days,BA,Y
OiOi,stripe pattern sweater,a1145140,2/1/21,3/5/21,4days,T,Y
Bottega Veneta,intrecciato cross body bag green,a1146029,2/10/21,3/5/21,7days,BA,Y
Off White,lettering point bag white,a1148102,3/3/21,3/5/21,4days,BA,Y
Jill Stuart,basic pattern H-Line knit-dress navy,a1140303,12/28/20,3/5/21,4days,D,Y
Thom Browne,button basic pattern jacket grey,a1123895,10/12/20,3/5/21,7days,O,Y
Christian Dior,lucky badges handle bag black,a1148092,3/3/21,3/5/21,7days,BA,Y
Prada,unique pattern sweater multi,a175993,1/20/20,3/5/21,7days,T,Y
Bottega Veneta,foldover top cross bag black,a1148278,3/5/21,3/5/21,4days,BA,Y
SDI,pleats texture high neck blouse,a160964,12/5/19,3/5/21,4days,T,Y
Hacie,pocket basic pattern jacket black,a160964,12/5/19,3/5/21,4days,O,Y
Kenzo,graphics pattern sweat-shirts purple,a1132319,11/22/20,3/4/21,4days,T,Y
Fendi,geometric pattern H-Line dress brown,a1147915,3/1/21,3/4/21,4days,D,
Jill Stuart,lovely lace dress salmon,a1148149,3/3/21,3/4/21,4days,D,
Maje,lace detail long skirt black,a1135549,12/6/20,3/4/21,4days,B,Y
Saint Laurent,quilted calfskin shoulder bag,a1148237,3/4/21,3/4/21,4days,BA,
Thom Browne,slit stripe pattern wool top grey,a1147218,2/22/21,3/4/21,7days,T,
Delvaux,brillant GM satchel bag,a1147276,2/23/21,3/4/21,7days,BA,Y
Mojosphine,button check pattern jacket brown & pocket check pattern slacks brown,a1148229,3/4/21,3/4/21,4days,TP,
Dior,croisiere patent lady bag,a1148229,3/4/21,3/4/21,4days,BA,
ACNE STUDIOS,basic pattern wool sweater green,a1102794,6/1/20,3/4/21,7days,T,Y
Saint Laurent,chevron quilted cross bag black,a1148220,3/4/21,3/4/21,7days,BA,Y
Louis Vuitton,galliera gm Shoulder hobo Bag white,a1148221,3/4/21,3/4/21,7days,BA,Y
Sandro,gather flower pattern dress black,a1138700,12/20/20,3/4/21,4days,D,Y
Lucky Chouette,strap basic pattern wool wrap-coat grey,a133156,7/2/19,3/4/21,4days,O,Y
Jill Stuart,ribbon point collar dress multi,a1147956,3/1/21,3/4/21,4days,D,Y
Burberry,belt basic pattern coat pink,a1148086,3/3/21,3/4/21,4days,O,Y
Stay with me,black point flower dress multi,a1148208,3/4/21,3/4/21,4days,D,Y
Gucci,mamont bucket bag ivory,a1148057,3/2/21,3/4/21,7days,BA,Y
Gucci,logo pointed cross bag black,a1148205,3/4/21,3/4/21,4days,BA,Y
Maje,ribbon basic pattern cardigan black,a120004,4/16/19,3/4/21,7days,O,Y
Gucci,mamont chain mini cross bag black,a1148189,3/4/21,3/4/21,4days,BA,Y
Chanel,boy chanel clutch black,a1148185,3/4/21,3/4/21,7days,BA,Y
BEMUSE MANSION,basic pattern H-Line dress mint,a1134626,12/1/20,3/4/21,4days,D,Y
Gucci,wood handle dionysus bag,a1148179,3/4/21,3/4/21,4days,BA,
Gucci,Mickeymouse Round Shoulder Bag,a1102068,5/29/20,3/4/21,7days,BA,Y
Sandro,pleats basic pattern A-Line dress beige,a1148070,3/3/21,3/4/21,7days,D,Y
Miu Miu,matelasse chain mini bag pink,a1148159,3/3/21,3/4/21,4days,BA,Y
Plastic Island,ribbon flower pattern top navy & flower pattern dress navy,a1147799,2/28/21,3/3/21,7days,TP,Y
Celine,monogram tote bag beige,a1148131,3/3/21,3/3/21,7days,BA,Y
Gucci,GG marmont quilted-leather belt bag,a1143318,1/15/21,3/3/21,7days,BA,Y
Chanel,unique pattern boy cross bag,a1147817,2/28/21,3/3/21,7days,BA,Y
Salvatore Ferragamo,ginny cross bag navy,a1148155,3/3/21,3/3/21,7days,BA,Y
Gucci,flap cross bag black,a1146005,2/10/21,3/3/21,4days,BA,Y
Clu,jaxsra bag beige,a1146765,2/17/21,3/3/21,7days,BA,Y
Burberry,check pattern kilt-skirt brown,a1144910,1/29/21,3/3/21,4days,B,
Burberry,belt check pattern trench-coat beige,a1144910,1/29/21,3/3/21,4days,O,
Christian Dior,bobby bag black,a1144916,1/30/21,3/3/21,7days,BA,Y
Time,basic pattern H-Line dress black,a1131410,11/18/20,3/3/21,4days,D,Y
Dolce & Gabbana,button basic pattern singlebreasted-jacket black,a1143337,1/16/21,3/3/21,4days,O,Y
Christian Dior,button color block pattern sweater ivory,a167713,12/22/19,3/3/21,4days,T,Y
Vivienne Westwood,nappa clasp chain bag,a160736,12/4/19,3/3/21,4days,BA,Y
Balmain,button basic pattern wool doublebreasted-jacket black,a13637,3/9/18,3/3/21,4days,O,Y
Yves Saint Laurent,chevron quilted shoulder bag black,a195329,4/10/20,3/3/21,4days,BA,Y
Chanel,grand-shopping caviar black shoulder bag,a1148104,3/3/21,3/3/21,7days,BA,Y
Louis Vuitton,Pochette trunk vertical black bag,a1148115,3/3/21,3/3/21,4days,BA,Y
Since then,flower pattern A-Line dress white,a1131410,11/18/20,3/3/21,4days,D,Y
Stylenanda,basic pattern H-Line slip-dress black,a1131410,11/18/20,3/3/21,4days,D,
Paipai jiemei,ruffle detail tiered lace dress multi,a1145727,2/7/21,3/3/21,4days,D,
Gucci,dionysus cross bag beige,a1147807,2/28/21,3/3/21,4days,BA,Y
Gucci,jackie 1961 hobo bag brown,a1131514,11/18/20,3/3/21,4days,BA,Y
Chanel,boy chanel clutch black,a1148097,3/3/21,3/3/21,7days,BA,Y
EJnolee,button check pattern A-Line dress brown,a1145860,2/8/21,3/3/21,4days,D,Y
Coach,graphic point two way bag ivory,a1147981,3/2/21,3/3/21,4days,BA,Y
Louis Vuitton,monogram two way bag brown,a1148075,3/3/21,3/3/21,7days,BA,Y
Prada,color strap shoulder bag navy,a1148019,3/2/21,3/3/21,7days,BA,Y
Gucci,dionysus cross bag beige,a1147729,2/27/21,3/2/21,4days,BA,Y
Dolce & Gabbana,leopard pattern buckle bag,a1104837,6/17/20,3/2/21,4days,BA,Y
Max Mara,strap basic pattern cashmere coat black,a1147704,2/27/21,3/2/21,4days,O,Y
Chloe,drew bag beige,a1147704,2/27/21,3/2/21,4days,BA,Y
Gucci,dionysus shoulder bag beige,a1106424,6/28/20,3/2/21,4days,BA,Y
Recto.,wave neck line slim dress,a18660,9/13/18,3/2/21,4days,D,Y
Jill Stuart,romantic sleeve dress pink,a1147531,2/25/21,3/2/21,4days,D,Y
& Other Stories,button flower pattern A-Line wrap-dress yellow,a1147531,2/25/21,3/2/21,4days,D,Y
Zooc,stripe pattern A-Line shirt-dress yellow,a1147531,2/25/21,3/2/21,4days,D,Y
Nain,button basic pattern cardigan black,a1148036,3/2/21,3/2/21,4days,O,Y
Gucci,printing lettering pattern t-shirts cream,a1147907,3/1/21,3/2/21,4days,T,Y
On&On,gather basic pattern A-Line dress cream,a1115495,8/22/20,3/2/21,4days,D,Y
Dint,button basic pattern mermaid dress black,a1115495,8/22/20,3/2/21,4days,D,Y
Maison Margiela,Bucket black bag,a1110424,8/5/20,3/2/21,7days,BA,Y
Chanel,fold over chain cross bag,a1141604,1/7/21,3/2/21,7days,BA,Y
Dior,croisiere patent lady bag navy,a1147803,2/28/21,3/2/21,7days,BA,Y
Polo Ralph Lauren,pocket check pattern padding-outer khaki,a1147908,3/1/21,3/2/21,4days,O,Y
Gucci,super mini sylvie white,a1144433,1/25/21,3/2/21,7days,BA,Y
Thom Browne,button stripe pattern shirts white,a1117218,8/30/20,3/2/21,7days,T,Y
Gucci,vintage web GG two way bag brown,a1117218,8/30/20,3/2/21,7days,BA,Y
Burberry,zipper detail pointed jacket beige,a163815,12/12/19,3/1/21,7days,O,Y
Burberry,button basic pattern wool cardigan grey,a163815,12/12/19,3/1/21,7days,O,Y
Chanel,stripe pattern pointed cardigan multi,a1147961,3/1/21,3/1/21,4days,O,Y
Gucci,sylvie mini chain ribbon bag red,a1147961,3/1/21,3/1/21,4days,BA,Y
Gucci,microssima emily mini bag black,a1147942,3/1/21,3/1/21,7days,BA,Y
Chanel,boy chanel clutch black,a1147960,3/1/21,3/1/21,7days,BA,Y
Gucci,marmont gg logo quilted bag Black 2,a177034,1/23/20,3/1/21,4days,BA,Y
Chanel,brooch check pattern jacket cream,a1146108,2/11/21,3/1/21,7days,O,Y
Chanel,pocket tweed pattern cashmere coat pink,a1147959,3/1/21,3/1/21,7days,O,
Max Mara,zipper detail two tone jacket,a112319,11/29/18,3/1/21,4days,O,Y
Burberry,check mackenzie cross bag pink,a1147938,3/1/21,3/1/21,7days,BA,Y
Burberry London,embroidery basic pattern wool sweater brown,a1147932,3/1/21,3/1/21,4days,T,Y
London Fog,button basic pattern coat grey,a1147932,3/1/21,3/1/21,4days,O,Y
Yves Saint Laurent,logo point clutch bag pink,a119721,4/10/19,3/1/21,7days,BA,Y
Prada,saffiano lux M gray,a1146069,2/11/21,3/1/21,7days,BA,Y
Burberry,basic pattern sweater beige,a1147848,2/28/21,3/1/21,7days,T,Y
Chanel,graphics pattern sweat-shirts white,a1147788,2/28/21,3/1/21,7days,T,Y
Burberry,classic trench coat beige,a190054,3/24/20,3/1/21,4days,O,Y
